Category 1,Category 2,Category 3,Table Name,Custom Name
Catalyst Efficiency,,,c_eff_cat_max_diag_eol[0],
Catalyst Efficiency,,,c_eff_cat_max_diag_eol[1],
Catalyst Efficiency,,,c_eff_scc_min_cat_purge,
Catalyst Efficiency,,,c_tco_min_cat_diag_gap,
Catalyst Efficiency,,,lc_cat_diag_inh[0],
Catalyst Efficiency,,,lc_cat_diag_inh_man_deac,
Catalyst Efficiency,,,lc_cat_purge_gs_scc_act,
Catalyst Efficiency,,,lc_cat_purge_inh[0],
Catalyst Efficiency,,,lc_diag_gap_cdn_act_ext_man,
Catalyst Efficiency,,,lc_lamb_pls_inh[0],
Catalyst Heating,,,c_conf_ch_lock,
Catalyst Heating,,,c_maf_int_gs_scc_min_cat_purge,
Catalyst Heating,,,c_maf_max_cat_purge,
Catalyst Heating,,,c_temp_cat_hys_ch_ast,
Catalyst Heating,,,c_temp_cat_thd_ch_ast,
Catalyst Heating,,,c_temp_cat_thd_ch_l_off,
Catalyst Heating,,,c_temp_cat_thd_ch_l_on,
Catalyst Heating,,,c_tia_sa_max_act_ch,
Catalyst Heating,,,c_tia_sa_min_act_ch,
Catalyst Heating,,,c_tia_st_max_ch,
Catalyst Heating,,,c_tia_st_min_ch,
Catalyst Heating,,,c_tig_sa_max_act_ch,
Checksum,,,ecm3_id_rom_cks_cal[0],
Checksum,,,ecm3_id_rom_cks_cal[1],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_max[0],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_max[1],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_max[2],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_max[3],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_max[4],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_max[5],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_min[0],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_min[1],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_min[2],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_min[3],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_min[4],
Combustion Modes,Engine Speed,,c_n_thd_mplh_opp_min[5],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_red,
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[0],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[1],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[10],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[11],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[12],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[13],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[14],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[15],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[16],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[17],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[18],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[19],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[2],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[20],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[21],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[22],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[23],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[24],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[25],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[26],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[27],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[28],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[29],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[3],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[30],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[31],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[32],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[33],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[34],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[35],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[36],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[37],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[38],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[39],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[4],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[40],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[41],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[42],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[43],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[44],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[45],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[46],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[47],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[48],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[5],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[6],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[7],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[8],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_sel[9],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][0],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][14],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][16],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][17],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][4],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][5],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][7],
Combustion Modes,Inhibit Assignments,,c_lf_cmb_mod_inh_stop_tran[0][8],
Combustion Modes,Operating Point,,c_idx_cmb_mod_opp_stnd[0],
Combustion Modes,Operating Point,,c_idx_cmb_mod_opp_stnd[1],
Combustion Modes,Operating Point,,c_idx_cmb_mod_opp_stnd[2],
Combustion Modes,Operating Point,,c_idx_cmb_mod_opp_stnd[3],
Combustion Modes,Operating Point,,c_idx_cmb_mod_opp_stnd[4],
Combustion Modes,Operating Point,,c_idx_cmb_mod_opp_stnd[5],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[0],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[1],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[10],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[11],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[12],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[13],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[14],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[15],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[16],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[17],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[18],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[19],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[2],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[20],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[21],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[22],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[23],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[24],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[25],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[26],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[27],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[28],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[29],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[3],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[30],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[31],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[32],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[33],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[34],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[35],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[36],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[37],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[38],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[39],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[4],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[40],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[41],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[42],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[43],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[44],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[45],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[46],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[47],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[48],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[5],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[6],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[7],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[8],
Combustion Modes,Priority,,c_nr_cmb_mod_pri_req[9],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[1],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[14],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[19],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[2],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[20],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[21],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[3],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[4],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[5],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[6],
Combustion Modes,Torque Model Index,,c_idx_tq_cmb[7],
Combustion Modes,,,id_cmb_mod_pri_inh_ena,
Combustion Modes,,,id_idx_cmb_mod_opp_flb,
Combustion Modes,,,id_idx_sel_fac_maf_cmb_mod,
Combustion Modes,,,id_idx_t_tran_cmb_sp,
Combustion Modes,,,id_nr_cmb_mod_pri_inh,
Combustion Modes,,,id_nr_pls_cmb_mod_opp_stnd,
Combustion Modes,,,ip_maf_thd_mplh_opp_max[1],
Combustion Modes,,,ip_maf_thd_mplh_opp_max[2],
Combustion Modes,,,ip_maf_thd_mplh_opp_max[3],
Combustion Modes,,,ip_maf_thd_mplh_opp_max[4],
Combustion Modes,,,ip_maf_thd_mplh_opp_max[5],
Combustion Modes,,,ip_maf_thd_mplh_opp_min[1],
Combustion Modes,,,ip_maf_thd_mplh_opp_min[2],
Combustion Modes,,,ip_maf_thd_mplh_opp_min[3],
Combustion Modes,,,ip_maf_thd_mplh_opp_min[4],
Combustion Modes,,,ip_maf_thd_mplh_opp_min[5],
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_BOL_0,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_BOL_1,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_BOL_2,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_BOL_3,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_NOT_AD_0,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_NOT_AD_1,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_NOT_AD_2,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_NOT_AD_3,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_TOL_0,
Diagnostic Init,COSI,,c_abc_ini_typ_COSI_AD_TOL_1,
Diagnostic Init,Flex Fuel,,c_abc_ini_typ_AFU_SENS_ERR,
Diagnostic Init,Flex Fuel,,c_abc_ini_typ_AFU_SENS_FF_PERC_RNG,
Diagnostic Init,Flex Fuel,,c_abc_ini_typ_AFU_SENS_FRQ_RNG,
Diagnostic Init,Flex Fuel,,c_abc_ini_typ_AFU_SENS_SCG,
Diagnostic Init,Flex Fuel,,c_abc_ini_typ_AFU_SENS_SCP,
Diagnostic Init,Flex Fuel,,c_abc_ini_typ_AFU_SENS_TEMP_RNG,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_OC_0,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_OC_1,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_OC_2,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_OC_3,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCG_0,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCG_1,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCG_2,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCG_3,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCP_0,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCP_1,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCP_2,
Diagnostic Init,MPI,,c_abc_ini_typ_IV_MPI_SCP_3,
Diagnostic Init,Other,,c_abc_ini_typ_EFPPWM_FB_A_PUMP_2,
Diagnostic Init,Other,,c_abc_ini_typ_POSN_DIF_BPA_H_1,
Engine Diagnostic,C10A7,DTC,c_err_clas_2_DYNO_MOD,C10A7 DTC Rolling Mode recognized
Engine Diagnostic,C10A7,MIL,c_err_clas_DYNO_MOD,C10A7 MIL Rolling Mode recognized
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_ERR,P0000 DTC Fehlersymptom AFU_SENS_ERR
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_FF_PERC_RNG,P0000 DTC Fehlersymptom AFU_SENS_FF_PERC_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_FRQ_RNG,P0000 DTC Fehlersymptom AFU_SENS_FRQ_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_PLAUS_FTL,P0000 DTC Fehlersymptom AFU_SENS_PLAUS_FTL
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_PLAUS_LAMB,P0000 DTC Fehlersymptom AFU_SENS_PLAUS_LAMB
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_SCG,P0000 DTC Fehlersymptom AFU_SENS_SCG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_SCP,P0000 DTC Fehlersymptom AFU_SENS_SCP
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_T_TEMP_RNG,P0000 DTC Fehlersymptom AFU_SENS_T_TEMP_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AFU_SENS_TEMP_RNG,P0000 DTC Fehlersymptom AFU_SENS_TEMP_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AMP_GRD_PLAUS,P0000 DTC Fehlersymptom AMP_GRD_PLAUS
Engine Diagnostic,P0000,DTC,c_err_clas_2_AMP_GRD_PLAUS,P0000 DTC Fehlersymptom AMP_GRD_PLAUS
Engine Diagnostic,P0000,DTC,c_err_clas_2_ApffCtl_bCom_VW,P0000 DTC Fehlersymptom ApffCtl_bCom_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_ApffCtl_bMec_VW,P0000 DTC Fehlersymptom ApffCtl_bMec_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_ApffCtl_tThd_VW,P0000 DTC Fehlersymptom ApffCtl_tThd_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MAX_LAM_DEAC,P0000 DTC Fehlersymptom AR_IS_MAX_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MAX_LAM_DEAC,P0000 DTC Fehlersymptom AR_IS_MAX_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MAX_LAM_MAX,P0000 DTC Fehlersymptom AR_IS_MAX_LAM_MAX
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MAX_LAM_MIN,P0000 DTC Fehlersymptom AR_IS_MAX_LAM_MIN
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MAX_LAM_RNG,P0000 DTC Fehlersymptom AR_IS_MAX_LAM_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MAX_LAM_RNG,P0000 DTC Fehlersymptom AR_IS_MAX_LAM_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MIN_LAM_DEAC,P0000 DTC Fehlersymptom AR_IS_MIN_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MIN_LAM_DEAC,P0000 DTC Fehlersymptom AR_IS_MIN_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MIN_LAM_MAX,P0000 DTC Fehlersymptom AR_IS_MIN_LAM_MAX
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MIN_LAM_MIN,P0000 DTC Fehlersymptom AR_IS_MIN_LAM_MIN
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MIN_LAM_RNG,P0000 DTC Fehlersymptom AR_IS_MIN_LAM_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_IS_MIN_LAM_RNG,P0000 DTC Fehlersymptom AR_IS_MIN_LAM_RNG
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_PL_MAX_LAM_DEAC,P0000 DTC Fehlersymptom AR_PL_MAX_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_PL_MAX_LAM_DEAC,P0000 DTC Fehlersymptom AR_PL_MAX_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_PL_MAX_LAM_MAX,P0000 DTC Fehlersymptom AR_PL_MAX_LAM_MAX
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_PL_MIN_LAM_DEAC,P0000 DTC Fehlersymptom AR_PL_MIN_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_PL_MIN_LAM_DEAC,P0000 DTC Fehlersymptom AR_PL_MIN_LAM_DEAC
Engine Diagnostic,P0000,DTC,c_err_clas_2_AR_PL_MIN_LAM_MIN,P0000 DTC Fehlersymptom AR_PL_MIN_LAM_MIN
Engine Diagnostic,P0000,DTC,c_err_clas_2_BPA_AD_TOL_WARN_1,P0000 DTC Fehlersymptom BPA_AD_TOL_WARN_1
Engine Diagnostic,P0000,DTC,c_err_clas_2_BPA_AD_TOL_WARN_1,P0000 DTC Fehlersymptom BPA_AD_TOL_WARN_1
Engine Diagnostic,P0000,DTC,c_err_clas_2_CAM_TOOTH_OFF_EX_1,P0000 DTC Fehlersymptom CAM_TOOTH_OFF_EX_1
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_bWarn_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_bWarn_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errCharAdp_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errCharAdp_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errClr_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errClr_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errCom_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errCom_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errCrc_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errCrc_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errElLd_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errElLd_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errHw_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errHw_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errHwSw_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errHwSw_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errMem_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errMem_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_errOpm_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_errOpm_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_posnFail_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_posnFail_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_posnMax_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_posnMax_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_posnOut_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_posnOut_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_posnRef_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_posnRef_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_tHi_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_tHi_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_tPlaus_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_tPlaus_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_uHi_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_uHi_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrDiag_uLo_VW,P0000 DTC Fehlersymptom Clu0ActrDiag_uLo_VW
Engine Diagnostic,P0000,DTC,c_err_clas_2_Clu0ActrTsPlaus_errOc_VW,P0000 DTC Fehlersymptom Clu0ActrTsPlaus_errOc_VW
